Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean UMI Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000119778,ATAD2B,0.03565990172115787,-0.89111495930614248,0.011322550306528583,0.079951762957661515,1.1679520505905368,0.00048126117243412137,0.03513519255985624,-0.52143881418286941,0.77674547939233396
ENSG00000173960,UBXN2A,0.072837246068748002,0.13148646963099031,0.83675319069891996,0.059012015516369219,-0.33711030585813573,0.51319937753884659,0.083446082329658583,0.32071721378301987,0.854859854425151
ENSG00000205639,MFSD2B,0.0037936065660806248,0.42951086826768314,0.83219241563550272,0.0025381512050051277,-0.30442649612741501,0.98986746666569292,0.0029279327133213537,0.30067946054647532,1.0
ENSG00000163026,C2orf44,0.0072078524755531869,0.92943726513303915,0.35007416494140781,0.0031726890062564093,-0.86451432820954288,0.39058622208934785,0.00439189906998203,-0.021248634340887307,1.0
ENSG00000119782,FKBP1B,0.0049316885359048128,-1.2225658283120104,0.10197529999034656,0.015228907230030765,1.6304784756506994,0.013812296876474745,0.00439189906998203,-0.62531995800974816,0.93668610330168522
ENSG00000115128,SF3B6,0.45068046005037826,-0.36568402945924183,0.2781336960719536,0.63199965004627678,0.479987049877446,0.12860564336187125,0.46261336870477388,-0.16247097881471606,1.0
ENSG00000219626,FAM228B,0.050454967328872308,0.19966717237103637,0.74250205226072796,0.036803192472574353,-0.49448293534417331,0.30220984350950397,0.060022620623087747,0.42996247749144079,0.7498737174454323
ENSG00000115129,TP53I3,0.0037936065660806248,-2.9725875753036632,1.4845951163992404e-09,0.043148570485087169,3.1826095839044841,2.3815168005398059e-12,0.0073198317833033837,-1.0962106920221091,0.47121074221117693
ENSG00000176732,PFN4,0.0,-1.2225658283120104,0.69336197842535507,0.00063453780125128192,2.0740851271263132,0.54727902532075823,0.0,1.6226075554338362,1.0
ENSG00000186453,FAM228A,0.00037936065660806249,-0.80752832903316651,0.80941658944198824,0.0012690756025025638,1.6590476278474693,0.47739333066595274,0.0,0.62260755543383617,1.0
ENSG00000223754,AC008073.9,0.0,-1.2225658283120104,0.69336197842535507,0.0,0.074085127126313211,1.0,0.0014639663566606768,3.6226075554338362,0.54441354342468007
ENSG00000198399,ITSN2,0.22078790214589236,-0.60316983052698081,0.042838990228634223,0.28300385935807171,0.072472276158013438,0.93847952137414592,0.45675750327813119,0.90559913547248727,0.029425718075977242
